날짜,회사명,종목코드,종가,전일비,시가,고가,저가,거래량
2019-02-20,LG이노텍,"011070",107000,500,107500,107500,106000,88988
2019-02-21,LG이노텍,"011070",104000,3000,106000,107000,101000,240822
2019-02-22,LG이노텍,"011070",103500,500,103500,104000,100000,228078
2019-02-25,LG이노텍,"011070",105500,2000,104500,106500,103500,131452
2019-02-26,LG이노텍,"011070",105500,0,104500,106000,103500,63477
2019-02-27,LG이노텍,"011070",108500,3000,106000,109500,105500,199972
2019-02-28,LG이노텍,"011070",108000,500,109000,109000,107000,207967
2019-03-04,LG이노텍,"011070",109000,1000,108000,110000,106500,195745
2019-03-05,LG이노텍,"011070",110000,1000,109500,110000,108000,126328
2019-03-06,LG이노텍,"011070",110000,0,110500,111000,107000,118386
2019-03-07,LG이노텍,"011070",107500,2500,110000,110000,107000,104865
2019-03-08,LG이노텍,"011070",107000,500,107500,108500,107000,102082
2019-03-11,LG이노텍,"011070",109000,2000,107500,110500,107500,95992
2019-03-12,LG이노텍,"011070",106000,3000,110000,111500,105000,159766
2019-03-13,LG이노텍,"011070",106500,500,105500,107500,105500,69881
2019-03-14,LG이노텍,"011070",109000,2500,107000,110000,106500,235053
2019-03-15,LG이노텍,"011070",106000,3000,109500,110000,104000,216775
2019-03-18,LG이노텍,"011070",100000,6000,105500,105500,99900,319351
2019-03-19,LG이노텍,"011070",101000,1000,99700,102000,99700,139497
2019-03-20,LG이노텍,"011070",99500,1500,100500,101000,97900,208482
2019-03-21,LG이노텍,"011070",109000,9500,99900,109000,99600,485145
2019-03-22,LG이노텍,"011070",111000,2000,110000,112500,107500,241307
2019-03-25,LG이노텍,"011070",107500,3500,108000,109500,106500,77233
2019-03-26,LG이노텍,"011070",108000,500,108500,109500,107000,61798
2019-03-27,LG이노텍,"011070",111500,3500,109000,112000,107000,171686
2019-03-28,LG이노텍,"011070",112500,1000,111000,116500,109500,358975
2019-03-29,LG이노텍,"011070",117500,5000,114500,118000,113000,367818
2019-04-01,LG이노텍,"011070",117500,0,117500,120500,117000,158104
2019-04-02,LG이노텍,"011070",115000,2500,117500,118000,115000,129277
2019-04-03,LG이노텍,"011070",121500,6500,115000,122000,115000,352158
2019-04-04,LG이노텍,"011070",119500,2000,121500,122500,119000,155477
2019-04-05,LG이노텍,"011070",121500,2000,120000,123000,120000,211918
2019-04-08,LG이노텍,"011070",117000,4500,121500,122000,116500,147712
2019-04-09,LG이노텍,"011070",122500,5500,116500,123000,116500,215647
2019-04-10,LG이노텍,"011070",125500,3000,122500,125500,120500,197668
2019-04-11,LG이노텍,"011070",125000,500,125500,126500,124000,129038
2019-04-12,LG이노텍,"011070",122000,3000,124500,124500,120000,193473
2019-04-15,LG이노텍,"011070",120500,1500,122000,122000,119000,121268
2019-04-16,LG이노텍,"011070",121500,1000,121500,123500,119500,70756
2019-04-17,LG이노텍,"011070",129500,8000,121000,130500,120500,472931
2019-04-18,LG이노텍,"011070",126500,3000,129000,129000,125000,129888
2019-04-19,LG이노텍,"011070",124500,2000,126500,127000,124500,71262
2019-04-22,LG이노텍,"011070",121000,3500,125500,126000,117500,252077
2019-04-23,LG이노텍,"011070",122000,1000,121500,123500,117500,141557
2019-04-24,LG이노텍,"011070",120500,1500,125000,128000,119500,365544
2019-04-25,LG이노텍,"011070",121000,500,120000,123000,119000,122030
2019-04-26,LG이노텍,"011070",120000,1000,119500,120500,118000,147256
2019-04-29,LG이노텍,"011070",122000,2000,120500,125000,119000,174867
2019-04-30,LG이노텍,"011070",122500,500,122500,123500,120500,103300
2019-05-02,LG이노텍,"011070",126000,3500,126000,129000,125000,314785
2019-05-03,LG이노텍,"011070",121000,5000,126000,126000,121000,185815
2019-05-07,LG이노텍,"011070",117500,3500,118500,120000,117000,107943
2019-05-08,LG이노텍,"011070",116000,1500,115500,118000,114500,125987
2019-05-09,LG이노텍,"011070",111500,4500,115500,118000,111500,203346
2019-05-10,LG이노텍,"011070",112500,1000,112000,115500,110000,119534
2019-05-13,LG이노텍,"011070",109500,3000,111000,114500,109000,93761
2019-05-14,LG이노텍,"011070",109000,500,107000,109500,105500,214298
2019-05-15,LG이노텍,"011070",113000,4000,109500,114000,109500,101063
2019-05-16,LG이노텍,"011070",108000,5000,111500,112500,106500,139802
2019-05-17,LG이노텍,"011070",106000,2000,108500,110500,106000,100616
2019-05-20,LG이노텍,"011070",103000,3000,106000,108000,103000,162660
2019-05-21,LG이노텍,"011070",103000,0,101500,105000,101000,173397
2019-05-22,LG이노텍,"011070",103500,500,104000,105500,102500,84444
2019-05-23,LG이노텍,"011070",96600,6900,104000,104500,96600,364924
2019-05-24,LG이노텍,"011070",96300,300,95900,98400,95200,131316
2019-05-27,LG이노텍,"011070",96900,600,95500,98000,95500,84100
2019-05-28,LG이노텍,"011070",98700,1800,96900,99300,96900,168790
2019-05-29,LG이노텍,"011070",96800,1900,98500,98500,96600,81755
2019-05-30,LG이노텍,"011070",92800,4000,96000,96200,91800,353303
2019-05-31,LG이노텍,"011070",94700,1900,92800,95500,92000,172591
2019-06-03,LG이노텍,"011070",94800,100,93900,95300,92700,117599
2019-06-04,LG이노텍,"011070",93800,1000,95300,95300,92600,124345
2019-06-05,LG이노텍,"011070",94800,1000,96200,98400,94400,200473
2019-06-07,LG이노텍,"011070",94200,600,95300,95400,93500,79270
2019-06-10,LG이노텍,"011070",95700,1500,94800,95700,94300,89437
2019-06-11,LG이노텍,"011070",98500,2800,95700,99100,95000,179414
2019-06-12,LG이노텍,"011070",98500,0,98900,99400,97600,108065
2019-06-13,LG이노텍,"011070",99700,1200,98600,100500,96600,124625
